date,value
1483949780000,126
1483949785000,123
1483949790000,118
1483949795000,115
1483949800000,110
1483949810000,113
1483949820000,111
1483949825000,112
1483949835000,113
1483949840000,114
1483949845000,115
1483949850000,114
1483949860000,115
1483949865000,116
1483949870000,117
1483949885000,120
1483949895000,121
1483949900000,120
1483949905000,121
1483949910000,121
1483949925000,121
1483949930000,120
1483949935000,119
1483949940000,118
1483949955000,118
1483949970000,119
1483949985000,119
1483949990000,119
1483950005000,119
1483950015000,121
1483950030000,121
1483950040000,122
1483950055000,121
1483950065000,120
1483950080000,119
1483950085000,118
1483950100000,118
1483950105000,117
1483950110000,118
1483950125000,118
1483950130000,117
1483950145000,115
1483950150000,116
1483950155000,122
1483950160000,123
1483950165000,124
1483950170000,126
1483950175000,125
1483950180000,128
1483950195000,128
1483950205000,129
1483950210000,127
1483950215000,125
1483950220000,123
1483950225000,122
1483950230000,125
1483950235000,128
1483950240000,126
1483950245000,128
1483950250000,129
1483950255000,128
1483950265000,127
1483950280000,126
1483950285000,124
1483950300000,123
1483950315000,123
1483950330000,123
1483950345000,122
1483950350000,118
1483950360000,119
1483950375000,118
1483950380000,121
1483950385000,120
1483950390000,117
1483950395000,118
1483950400000,119
1483950410000,117
1483950415000,115
1483950420000,116
1483950425000,118
1483950435000,119
1483950450000,120
1483950465000,120
1483950470000,119
1483950475000,120
1483950490000,120
1483950500000,124
1483950505000,127
1483950510000,128
1483950520000,129
1483950535000,129
1483950540000,126
1483950550000,125
1483950555000,122
1483950560000,121
1483950565000,123
1483950570000,124
1483950575000,121
1483950580000,119
1483950585000,118
1483950590000,117
1483950595000,118
1483950610000,118
1483950620000,117
1483950625000,117
1483950635000,116
1483950645000,115
1483950650000,112
1483950655000,111
1483950670000,111
1483950675000,110
1483950690000,110
1483950700000,109
1483950715000,109
1483950730000,109
1483950740000,106
1483950755000,106
1483950770000,106
1483950785000,106
1483950790000,105
1483950800000,102
1483950810000,101
1483950820000,100
1483950835000,98
1483950850000,98
1483950860000,100
1483950865000,100
1483950870000,100
1483950880000,99
1483950890000,98
1483950900000,91
1483950910000,98
1483950920000,98
1483950925000,97
1483950930000,96
1483950940000,92
1483950955000,92
1483950960000,95
1483950970000,96
1483950985000,97
1483951000000,96
1483951010000,99
1483951020000,98
1483951030000,97
1483951040000,96
1483951050000,94
1483951060000,95
1483951070000,96
1483951075000,95
1483951080000,94
1483951090000,94
1483951105000,94
1483951120000,94
1483951135000,94
1483951140000,94
1483951155000,94
1483951170000,94
1483951185000,94
1483951190000,94
1483951205000,94
1483951220000,96
1483951225000,96
1483951230000,97
1483951245000,97
1483951250000,98
1483951255000,99
1483951260000,99
1483951275000,100
1483951280000,98
1483951285000,96
1483951300000,96
1483951315000,98
1483951320000,98
1483951335000,98
1483951340000,97
1483951355000,97
1483951360000,97
1483951370000,98
1483951380000,96
1483951390000,97
1483951405000,97
1483951410000,97
1483951425000,97
1483951440000,97
1483951455000,97
1483951470000,99
1483951485000,98
1483951490000,98
1483951505000,97
1483951510000,95
1483951520000,94
1483951530000,93
1483951540000,91
1483951555000,91
1483951570000,91
1483951585000,91
1483951590000,90
1483951605000,90
1483951620000,90
1483951635000,89
1483951650000,89
1483951660000,98
1483951665000,98
1483951670000,97
1483951685000,96
1483951690000,95
1483951700000,95
1483951710000,95
1483951725000,95
1483951730000,94
1483951745000,94
1483951755000,96
1483951770000,96
1483951785000,96
1483951800000,96
1483951815000,97
1483951830000,97
1483951845000,97
1483951860000,97
1483951875000,97
1483951890000,97
1483951905000,97
1483951910000,98
1483951925000,98
1483951940000,98
1483951950000,96
1483951955000,95
1483951960000,96
1483951975000,96
1483951990000,95
1483952005000,95
1483952010000,94
1483952020000,89
1483952025000,88
1483952030000,88
1483952045000,88
1483952050000,88
1483952065000,88
1483952080000,88
1483952090000,85
1483952100000,86
1483952105000,87
1483952120000,87
1483952135000,87
1483952150000,87
1483952165000,87
1483952180000,88
1483952190000,89
1483952195000,88
1483952200000,89
1483952215000,89
1483952230000,93
1483952240000,93
1483952255000,93
1483952260000,92
1483952275000,92
1483952280000,90
1483952290000,91
1483952295000,91
1483952305000,91
1483952315000,90
1483952320000,90
1483952335000,90
1483952350000,89
1483952360000,87
1483952375000,87
1483952390000,87
1483952405000,89
1483952420000,89
1483952435000,89
1483952440000,87
1483952455000,87
1483952470000,87
1483952480000,86
1483952495000,86
1483952500000,83
1483952510000,81
1483952515000,80
1483952520000,80
1483952535000,80
1483952550000,80
1483952560000,82
1483952575000,82
1483952585000,85
1483952600000,85
1483952610000,84
1483952625000,84
1483952640000,84
1483952650000,84
1483952665000,84
1483952680000,84
1483952695000,84
1483952710000,84
1483952725000,84
1483952735000,83
1483952740000,85
1483952745000,87
1483952755000,89
1483952770000,91
1483952775000,92
1483952780000,93
1483952785000,94
1483952790000,94
1483952800000,88
1483952805000,87
1483952820000,88
1483952825000,86
1483952830000,86
1483952845000,86
1483952855000,84
1483952860000,83
1483952865000,82
1483952870000,84
1483952875000,87
1483952885000,88
1483952890000,88
1483952905000,87
1483952910000,86
1483952915000,86
1483952920000,85
1483952930000,87
1483952945000,87
1483952955000,86
1483952960000,87
1483952970000,89
1483952985000,89
1483952990000,88
1483953005000,88
1483953020000,88
1483953025000,87
1483953040000,88
1483953055000,88
1483953070000,87
1483953080000,85
1483953095000,85
1483953110000,85
1483953115000,84
1483953130000,84
1483953145000,84
1483953160000,85
1483953175000,85
1483953190000,85
1483953195000,85
1483953205000,85
1483953220000,84
1483953225000,83
1483953230000,84
1483953240000,83
1483953255000,83
1483953270000,83
1483953275000,83
1483953290000,83
1483953305000,83
1483953320000,83
1483953335000,84
1483953350000,85
1483953365000,85
1483953370000,85
1483953385000,85
1483953400000,87
1483953410000,90
1483953420000,88
1483953430000,85
1483953440000,83
1483953455000,83
1483953470000,81
1483953485000,81
1483953495000,82
1483953510000,82
1483953515000,82
1483953530000,82
1483953545000,82
1483953550000,81
1483953565000,81
1483953580000,81
1483953595000,81
1483953610000,81
1483953620000,83
1483953625000,84
1483953630000,86
1483953645000,86
1483953660000,86
1483953675000,85
1483953690000,86
1483953700000,85
1483953715000,85
1483953730000,85
1483953745000,85
1483953760000,85
1483953775000,85
1483953790000,85
1483953800000,84
1483953815000,84
1483953830000,84
1483953845000,85
1483953860000,85
1483953865000,85
1483953880000,84
1483953895000,84
1483953910000,84
1483953920000,83
1483953935000,84
1483953950000,84
1483953965000,84
1483953980000,84
1483953995000,84
1483954000000,86
1483954010000,88
1483954020000,88
1483954035000,88
1483954050000,90
1483954055000,89
1483954060000,88
1483954075000,88
1483954085000,88
1483954100000,88
1483954110000,87
1483954125000,87
1483954130000,86
1483954145000,86
1483954160000,86
1483954175000,85
1483954180000,86
1483954185000,86
1483954200000,86
1483954205000,87
1483954210000,88
1483954225000,88
1483954240000,88
1483954245000,89
1483954250000,90
1483954265000,90
1483954280000,90
1483954295000,90
1483954310000,91
1483954315000,93
1483954320000,95
1483954330000,98
1483954340000,100
1483954345000,102
1483954350000,103
1483954355000,105
1483954370000,104
1483954375000,103
1483954380000,102
1483954385000,100
1483954395000,100
1483954410000,101
1483954420000,102
1483954425000,103
1483954430000,104
1483954435000,105
1483954440000,108
1483954450000,106
1483954455000,107
1483954460000,110
1483954465000,111
1483954470000,114
1483954480000,115
1483954485000,116
1483954495000,115
1483954500000,114
1483954505000,113
1483954515000,112
1483954530000,112
1483954540000,113
1483954555000,113
1483954560000,113
1483954565000,110
1483954570000,109
1483954585000,109
1483954595000,106
1483954610000,103
1483954620000,79
1483954625000,78
1483954630000,77
1483954640000,82
1483954645000,81
1483954650000,83
1483954660000,85
1483954675000,85
1483954690000,85
1483954700000,90
1483954705000,89
1483954710000,88
1483954720000,87
1483954725000,85
1483954730000,83
1483954740000,82
1483954745000,82
1483954760000,82
1483954770000,85
1483954780000,85
1483954790000,84
1483954800000,85
1483954815000,86
1483954825000,85
1483954830000,84
1483954840000,85
1483954850000,86
1483954860000,88
1483954870000,87
1483954880000,88
1483954890000,87
1483954900000,86
1483954905000,87
1483954920000,88
1483954925000,89
1483954930000,88
1483954945000,70
1483954950000,57
1483954955000,85
1483954960000,85
1483954965000,84
1483954970000,83
1483954980000,84
1483954985000,83
1483954990000,82
1483955000000,81
1483955010000,91
1483955020000,88
1483955035000,88
1483955040000,87
1483955050000,86
1483955060000,86
1483955075000,86
1483955090000,86
1483955105000,86
1483955110000,87
1483955115000,88
1483955120000,88
1483955130000,89
1483955135000,88
1483955140000,88
1483955155000,88
1483955160000,87
1483955175000,87
1483955180000,89
1483955195000,89
1483955210000,89
1483955225000,89
1483955230000,88
1483955245000,88
1483955260000,88
1483955265000,87
1483955280000,87
1483955290000,88
1483955295000,89
1483955310000,86
1483955315000,86
1483955330000,85
1483955345000,85
1483955360000,85
1483955375000,85
1483955390000,85
1483955405000,85
1483955420000,85
1483955435000,86
1483955440000,89
1483955445000,90
1483955450000,89
1483955455000,87
1483955460000,89
1483955475000,89
1483955490000,89
1483955505000,88
1483955510000,88
1483955515000,87
1483955530000,87
1483955545000,87
1483955560000,87
1483955575000,85
1483955580000,83
1483955595000,83
1483955605000,82
1483955620000,82
1483955625000,70
1483955630000,60
1483955635000,61
1483955640000,61
1483955650000,64
1483955660000,66
1483955670000,67
1483955685000,67
1483955690000,69
1483955695000,70
1483955710000,70
1483955725000,70
1483955740000,70
1483955755000,71
1483955770000,71
1483955785000,71
1483955800000,71
1483955810000,80
1483955815000,82
1483955830000,82
1483955840000,81
1483955850000,80
1483955865000,79
1483955870000,77
1483955880000,77
1483955885000,77
1483955900000,77
1483955915000,77
1483955930000,80
1483955945000,80
1483955950000,81
1483955965000,81
1483955970000,82
1483955980000,81
1483955990000,81
1483956005000,81
1483956010000,81
1483956015000,81
1483956030000,81
1483956045000,81
1483956050000,82
1483956065000,81
1483956075000,82
1483956090000,82
1483956100000,70
1483956105000,61
1483956110000,60
1483956115000,57
1483956120000,59
1483956130000,56
1483956140000,57
1483956150000,61
1483956160000,62
1483956170000,71
1483956175000,73
1483956190000,73
1483956200000,73
1483956215000,73
1483956230000,73
1483956235000,75
1483956250000,81
1483956260000,80
1483956275000,80
1483956280000,80
1483956295000,79
1483956310000,80
1483956325000,80
1483956330000,79
1483956335000,78
1483956350000,80
1483956355000,80
1483956370000,86
1483956385000,86
1483956400000,85
1483956410000,84
1483956420000,80
1483956430000,79
1483956445000,79
1483956450000,77
1483956465000,77
1483956470000,76
1483956480000,76
1483956495000,76
1483956510000,80
1483956515000,79
1483956520000,78
1483956535000,78
1483956550000,78
1483956565000,81
1483956580000,81
1483956595000,81
1483956610000,80
1483956625000,80
1483956630000,80
1483956640000,78
1483956645000,77
1483956650000,76
1483956660000,75
1483956665000,74
1483956670000,75
1483956685000,75
1483956700000,75
1483956715000,76
1483956720000,76
1483956730000,81
1483956745000,81
1483956760000,81
1483956775000,81
1483956780000,80
1483956790000,79
1483956805000,79
1483956820000,79
1483956835000,79
1483956850000,79
1483956865000,79
1483956880000,78
1483956895000,78
1483956900000,79
1483956905000,80
1483956920000,81
1483956930000,82
1483956940000,83
1483956955000,83
1483956960000,82
1483956970000,81
1483956980000,79
1483956995000,79
1483957010000,79
1483957025000,79
1483957030000,80
1483957035000,81
1483957050000,82
1483957060000,81
1483957065000,80
1483957070000,78
1483957080000,77
1483957085000,82
1483957090000,81
1483957100000,84
1483957105000,86
1483957110000,85
1483957125000,84
1483957130000,82
1483957140000,82
1483957155000,82
1483957160000,82
1483957175000,82
1483957190000,83
1483957205000,83
1483957220000,83
1483957235000,82
1483957240000,83
1483957245000,85
1483957260000,85
1483957275000,85
1483957290000,85
1483957305000,85
1483957310000,85
1483957325000,84
1483957330000,85
1483957345000,85
1483957360000,84
1483957370000,85
1483957385000,85
1483957400000,85
1483957415000,85
1483957425000,84
1483957430000,81
1483957440000,81
1483957450000,80
1483957460000,83
1483957470000,84
1483957480000,84
1483957495000,84
1483957500000,84
1483957510000,83
1483957525000,83
1483957540000,83
1483957545000,81
1483957560000,80
1483957565000,79
1483957575000,79
1483957590000,79
1483957605000,79
1483957610000,79
1483957625000,79
1483957640000,79
1483957655000,79
1483957660000,78
1483957665000,78
1483957680000,80
1483957695000,79
1483957700000,78
1483957710000,78
1483957725000,78
1483957730000,79
1483957745000,79
1483957750000,76
1483957765000,76
1483957780000,76
1483957785000,77
1483957790000,75
1483957795000,73
1483957810000,73
1483957820000,72
1483957830000,73
1483957845000,73
1483957850000,74
1483957865000,74
1483957880000,74
1483957895000,74
1483957900000,74
1483957915000,74
1483957930000,74
1483957945000,74
1483957960000,75
1483957970000,78
1483957975000,80
1483957980000,82
1483957985000,83
1483957995000,86
1483958005000,86
1483958010000,85
1483958025000,85
1483958030000,87
1483958035000,88
1483958040000,92
1483958045000,94
1483958050000,93
1483958055000,94
1483958060000,95
1483958065000,93
1483958070000,94
1483958075000,95
1483958080000,96
1483958085000,98
1483958090000,95
1483958095000,86
1483958100000,84
1483958105000,84
1483958110000,83
1483958120000,80
1483958125000,80
1483958130000,80
1483958140000,71
1483958145000,69
1483958150000,72
1483958155000,69
1483958160000,70
1483958165000,69
1483958170000,68
1483958180000,65
1483958190000,66
1483958205000,66
1483958210000,68
1483958220000,69
1483958230000,71
1483958240000,72
1483958255000,72
1483958260000,77
1483958270000,78
1483958280000,77
1483958295000,77
1483958300000,73
1483958310000,72
1483958315000,71
1483958320000,70
1483958330000,76
1483958345000,76
1483958350000,75
1483958365000,75
1483958370000,74
1483958380000,75
1483958390000,76
1483958400000,77
1483958415000,77
1483958420000,78
1483958425000,79
1483958440000,78
1483958455000,78
1483958470000,78
1483958485000,78
1483958490000,79
1483958505000,79
1483958510000,80
1483958525000,81
1483958535000,83
1483958540000,84
1483958545000,86
1483958550000,88
1483958555000,89
1483958560000,89
1483958565000,91
1483958570000,92
1483958585000,91
1483958590000,89
1483958595000,87
1483958600000,91
1483958605000,92
1483958610000,93
1483958615000,96
1483958620000,97
1483958625000,99
1483958630000,101
1483958635000,100
1483958645000,101
1483958650000,103
1483958665000,100
1483958675000,101
1483958680000,104
1483958695000,104
1483958710000,105
1483958725000,103
1483958740000,102
1483958750000,101
1483958760000,97
1483958765000,96
1483958770000,98
1483958785000,98
1483958790000,99
1483958800000,96
1483958815000,96
1483958820000,91
1483958830000,85
1483958840000,82
1483958850000,83
1483958865000,83
1483958870000,81
1483958885000,82
1483958900000,82
1483958915000,82
1483958925000,84
1483958930000,86
1483958935000,87
1483958950000,88
1483958965000,88
1483958970000,87
1483958985000,87
1483959000000,87
1483959010000,89
1483959025000,89
1483959040000,90
1483959050000,91
1483959065000,91
1483959070000,91
1483959080000,89
1483959095000,89
1483959110000,90
1483959120000,91
1483959125000,92
1483959130000,92
1483959145000,92
1483959150000,92
1483959160000,91
1483959165000,90
1483959170000,88
1483959180000,85
1483959185000,85
1483959200000,84
1483959210000,82
1483959220000,81
1483959225000,81
1483959240000,81
1483959255000,81
1483959260000,81
1483959270000,81
1483959280000,80
