date,value,normalized_value,sample_normalized_value,first_difference,second_difference,importance,privacy_budget,perturbed_value
2008-01-10,27230.8594,1.4490825461814734,1.4490825461814734,384.9902000000002,117.95900000000256,0.1485461708933164,0.00017743652425569555,1.4827174214386043
2008-01-11,26867.0098,1.4037346596396891,1.4037346596396891,363.8496000000014,21.140599999998813,0.11370695100310682,0.0001358215162893285,1.2152010989154292
2008-01-14,26468.1309,1.35402094523376,1.35402094523376,398.8788999999997,35.02929999999833,0.1281548944291206,0.0001530794021623743,1.244949367497622
2008-01-15,25837.7793,1.275457954266525,1.275457954266525,630.3516000000018,231.47270000000208,0.2545400206378947,0.00030404483854651256,1.268052989978791
2008-01-16,24450.8496,1.1025999088625167,1.1025999088625167,1386.929699999997,756.5780999999952,0.6330855600723766,0.0007562127024895737,2.6790694252979645
2008-01-17,25114.9805,1.1853729356903402,1.1853729356903402,664.1309000000001,722.7987999999968,0.40963003069338705,0.0004892978960002176,0.9392519748631146
2008-01-18,25201.8691,1.196202174954515,1.196202174954515,86.8885999999984,577.2423000000017,0.19615122594276221,0.0002343001610238296,1.410490132741091
2008-01-21,23818.8594,1.0238326932736597,1.0238326932736597,1383.0096999999987,1296.1211000000003,0.7912819458950231,0.0009451762865481806,1.2102973230967649
2008-01-22,21757.6309,0.7669343590314576,0.7669343590314576,2061.228500000001,678.2188000000024,0.8090964391215504,0.000966455473621685,-0.41600246138146957
2008-01-23,24090.1699,1.0576470983783917,1.0576470983783917,2332.5390000000007,271.3104999999996,0.7690475952789554,0.0009186176356676345,0.6767478560789911
2008-01-24,23539.2695,0.988986396717531,0.988986396717531,550.9004000000023,1781.6385999999984,0.6889159718502853,0.0008229014239427235,0.9663696157564395
2008-01-25,25122.3691,1.186293803528322,1.186293803528322,1583.0996000000014,1032.199199999999,0.7724291488720595,0.0009226568587087701,-0.156844537063614
2008-01-28,24053.6094,1.05309043154157,1.05309043154157,1068.7596999999987,514.3399000000027,0.4675688592858677,0.000558505094698591,0.6768678095365386
2008-01-29,24291.8008,1.0827770838903112,1.0827770838903112,238.1913999999997,830.568299999999,0.3156584423239733,0.0003770500210211262,0.9812419230223375
2008-01-30,23653.6895,1.0032469735550786,1.0032469735550786,638.1113000000005,399.9199000000008,0.30658277223185487,0.00036620924776690757,1.0654667151254231
